UserId,RecipeId
a8fbea7d-c081-496b-9ff4-1062ab3c7838,00152bd1-e6de-4ef2-9385-f010e5c90d23
ebb67f94-7e3e-4865-9ae9-c6a7b93e2453,00152bd1-e6de-4ef2-9385-f010e5c90d23
f4680b57-4977-44e0-af3d-92124ddcd91c,00152bd1-e6de-4ef2-9385-f010e5c90d23
f7393158-7462-4c2e-867d-d607f6429128,00152bd1-e6de-4ef2-9385-f010e5c90d23
38ccf73f-f7fb-4593-b646-a90a3532cbf2,00890cda-63cc-4da1-861d-dbcc75159307
83460fbe-a555-465e-b781-1c56365013be,00890cda-63cc-4da1-861d-dbcc75159307
8ea0ac04-95fd-4da9-b5ee-2d68b0b94b80,00890cda-63cc-4da1-861d-dbcc75159307
f4680b57-4977-44e0-af3d-92124ddcd91c,00890cda-63cc-4da1-861d-dbcc75159307
2b3edb61-269b-4f21-a588-f4022d602fa8,037e947e-e118-43b6-8efa-0676b1cdd279
8ea0ac04-95fd-4da9-b5ee-2d68b0b94b80,037e947e-e118-43b6-8efa-0676b1cdd279
e125494a-b0a6-4140-9552-aa160b15822c,037e947e-e118-43b6-8efa-0676b1cdd279
f601b378-cfc2-4c01-a0e4-f4226b9b8921,037e947e-e118-43b6-8efa-0676b1cdd279
2de3863d-cce8-4c57-b085-f61bfb30bb55,049357e6-f8fd-4464-a21e-5f650db03303
58bea8e3-1246-41bc-b611-49168068be4a,049357e6-f8fd-4464-a21e-5f650db03303
ddba4c90-efe4-4b4a-89eb-b6d28a94245a,049357e6-f8fd-4464-a21e-5f650db03303
e125494a-b0a6-4140-9552-aa160b15822c,049357e6-f8fd-4464-a21e-5f650db03303
f601b378-cfc2-4c01-a0e4-f4226b9b8921,049357e6-f8fd-4464-a21e-5f650db03303
f7393158-7462-4c2e-867d-d607f6429128,049357e6-f8fd-4464-a21e-5f650db03303
38ccf73f-f7fb-4593-b646-a90a3532cbf2,0746300e-991e-4ff2-812f-c42ae0d51b54
58bea8e3-1246-41bc-b611-49168068be4a,0746300e-991e-4ff2-812f-c42ae0d51b54
83460fbe-a555-465e-b781-1c56365013be,0746300e-991e-4ff2-812f-c42ae0d51b54
a8fbea7d-c081-496b-9ff4-1062ab3c7838,0746300e-991e-4ff2-812f-c42ae0d51b54
cc1ce025-ac69-43dc-ab7f-2b9f8c7dab55,0746300e-991e-4ff2-812f-c42ae0d51b54
ebb67f94-7e3e-4865-9ae9-c6a7b93e2453,0746300e-991e-4ff2-812f-c42ae0d51b54
2de3863d-cce8-4c57-b085-f61bfb30bb55,080a495f-f709-416a-842e-4858103bda7d
38ccf73f-f7fb-4593-b646-a90a3532cbf2,080a495f-f709-416a-842e-4858103bda7d
58bea8e3-1246-41bc-b611-49168068be4a,080a495f-f709-416a-842e-4858103bda7d
83460fbe-a555-465e-b781-1c56365013be,080a495f-f709-416a-842e-4858103bda7d
a8fbea7d-c081-496b-9ff4-1062ab3c7838,080a495f-f709-416a-842e-4858103bda7d
ddba4c90-efe4-4b4a-89eb-b6d28a94245a,080a495f-f709-416a-842e-4858103bda7d
ebb67f94-7e3e-4865-9ae9-c6a7b93e2453,080a495f-f709-416a-842e-4858103bda7d
f7393158-7462-4c2e-867d-d607f6429128,080a495f-f709-416a-842e-4858103bda7d
22c3976a-e05a-4ebe-a284-9a8497cefcd2,08639bc2-cc9a-45de-8f8d-3c2a1eacfc9b
2a0b4292-a370-4145-aefe-d5e710973304,08639bc2-cc9a-45de-8f8d-3c2a1eacfc9b
aca4b6d5-f309-437a-80e4-624254046112,08639bc2-cc9a-45de-8f8d-3c2a1eacfc9b
e125494a-b0a6-4140-9552-aa160b15822c,08639bc2-cc9a-45de-8f8d-3c2a1eacfc9b
38ccf73f-f7fb-4593-b646-a90a3532cbf2,0ef4f086-e773-4cdf-8c22-6167d546c408
83460fbe-a555-465e-b781-1c56365013be,0ef4f086-e773-4cdf-8c22-6167d546c408
cc1ce025-ac69-43dc-ab7f-2b9f8c7dab55,0ef4f086-e773-4cdf-8c22-6167d546c408
ebb67f94-7e3e-4865-9ae9-c6a7b93e2453,0ef4f086-e773-4cdf-8c22-6167d546c408
eebc00a5-4f51-4450-8892-94d631e39750,0ef4f086-e773-4cdf-8c22-6167d546c408
f4680b57-4977-44e0-af3d-92124ddcd91c,0ef4f086-e773-4cdf-8c22-6167d546c408
2de3863d-cce8-4c57-b085-f61bfb30bb55,16fb2c42-9d47-46de-9794-ea9925611afb
ebb67f94-7e3e-4865-9ae9-c6a7b93e2453,16fb2c42-9d47-46de-9794-ea9925611afb
f7393158-7462-4c2e-867d-d607f6429128,16fb2c42-9d47-46de-9794-ea9925611afb
34574afc-bf46-4fc7-a1a2-acc7ae7327a4,17ea5056-ec98-41f2-bdf1-8b9d58ab2e77
662cec7d-762c-4f59-8950-b6e76ea83934,17ea5056-ec98-41f2-bdf1-8b9d58ab2e77
83460fbe-a555-465e-b781-1c56365013be,17ea5056-ec98-41f2-bdf1-8b9d58ab2e77
f4680b57-4977-44e0-af3d-92124ddcd91c,17ea5056-ec98-41f2-bdf1-8b9d58ab2e77
2a0b4292-a370-4145-aefe-d5e710973304,2186eea6-ada9-4c23-8c27-498faf568d1e
83460fbe-a555-465e-b781-1c56365013be,2186eea6-ada9-4c23-8c27-498faf568d1e
f7393158-7462-4c2e-867d-d607f6429128,2186eea6-ada9-4c23-8c27-498faf568d1e
83460fbe-a555-465e-b781-1c56365013be,25e6d972-6d05-483d-a2c2-b96fba89fbf2
